	text	label
56392579	ការ ជ ្ រើសរើស ការ កំ សាន ្ ដ ដ ៏ សមរម ្ យ	khm_Khmr
56367593	ខ្សែទឹកនេះត្រូវបានបង្កើតឡើងដោយអំនាចនៃកំលាំងនានាទៅលើទឹកសមុទ្រ រួមមាន ចលនារង្វិលខ្ញាល់របស់ផែនដី ខ្យល់បក់ ភាពខុសគ្នានៃសីតុណ្ហភាពិងកំរិតភាពប្រៃរបស់ទឹកសមុទ្រ និងកំលាំងទំនាញរបស់ព្រះច័ន្ទ។	khm_Khmr
56424415	នៅ លីវ ពេល នៅ ក ្ មេង ៦, ៧.	khm_Khmr
56443420	(ហេ.	khm_Khmr
56413138	តើ មាន មនុស ្ ស ណា ទេ ដែល គ ្ មាន អំណរគុណ ពេល ដែល ប ៉ ូលិស មាន អំណាច ចាប ់ ពួក ឧក ្ រិដ ្ ឋ ជន ដែល លួច ទ ្ រព ្ យ សម ្ បត ្ ដិ របស ់ យើង ឬ ក ៏ គំរាម កំហែង ក ្ រុម គ ្ រួសារ របស ់ យើង នោះ?	khm_Khmr
56423716	"នោះ មិន ដែល បាន គ ្ រង នគរ ព ្ រះ ទុកជា មរ ដក ឡើយ ""។"	khm_Khmr
56434103	- យ ៉ ាកុប ២: ១៧	khm_Khmr
56433371	មី ហ ្ សែល: អ ៊ ីចឹង សូម ឲ ្ យ យើង រក ចម ្ លើយ ក ្ នុង គម ្ ពីរ សូម បង បើក ទៅ សៀវភៅ លោកុប ្ បត ្ ដិ ។	khm_Khmr
56393606	"""កាល ណា ឯង បាន ទៅ ដល ់ ស ្ រុក ដែល ព ្ រះ យេ ហូវ ៉ ា ជា ព ្ រះ នៃ ឯង ទ ្ រង ់ ប ្ រទាន ឲ ្ យ..."	khm_Khmr
56365430	៣៦] អធិប្បាយពាក្យថា មិនគប្បីជាប់ចំពាក់ក្នុងរស ត្រង់ពាក្យថា រស គឺរសមើម រសដើម រសសម្បក រសស្លឹក រសផ្កា រសផ្លែ រសជូរ ផ្អែម ល្វីង ហឺរ ប្រៃ ខារ ជូរផ្អែម ចត់ ឆ្ងាញ់ មិនឆ្ងាញ់ ត្រជាក់ ក្តៅ ។	khm_Khmr
56374651	ពាក្យសូរផ្សេងគ្នា តែមានន័យដូចគ្នា	khm_Khmr
56441548	សេចក ្ ដី ស ្ លាប ់ មិន មែន ជា ទី បញ ្ ចប ់ នៃ អ ្ វី ៗ	khm_Khmr
56430231	ព ្ រះ គម ្ ពីរ បរិសុទ ្ ធ មាន ចម ្ លើយ សម ្ រាប ់ សំណួរ ទាំង នេះ ។	khm_Khmr
56382522	១០: ២៣; ១៣: ១៥; ហូ.	khm_Khmr
56412566	"តើ ""មនុស ្ ស ១ ហ ្ វូង យ ៉ ាង ធំ"" មាន មុខ នាទី អ ្ វី ក ្ នុង ការ ចំរើន របស ់ ទ ្ រព ្ យ នៃ ចៅហ ្ វាយ?"	khm_Khmr
56442129	ស ្ រឡាញ ់ បងប ្ អូន គ ្ រីស ្ ទាន របស ់ យើង	khm_Khmr
56434799	- យ ៉ ូហាន ទី៣ ៤	khm_Khmr
56436370	រីករាយ ធ ្ វើ តាម បំណង ប ្ រាថ ្ នា របស ់ ព ្ រះ	khm_Khmr
56411626	តើ ព ្ រះ មាន ទំនាក ់ ទំនង ជា មួយ មនុស ្ ស តាម របៀប ណា ខ ្ លះ?	khm_Khmr
56434927	យើង ឃើញ ព ្ រះ យេ ហូវ ៉ ា ដោយ ភ ្ នែក នៃ ចិត ្ ដ ពេល យើង ស ្ គាល ់ លោក និង គុណ សម ្ បត ្ ដិ របស ់ លោក យ ៉ ាង ច ្ បាស ់	khm_Khmr
56429731	ពេល មនុស ្ ស ជា ទី ស ្ រឡាញ ់ ស ្ លាប ់ ទៅ ១ / ៨	khm_Khmr
56396296	(ខ) តើ ម ៉ ូសេ ត ្ រូវ រៀន អ ្ វី ដើម ្ បី ឲ ្ យ មាន លក ្ ខណៈ ត ្ រឹម ត ្ រូវ ក ្ នុង ការ បំពេញ កិច ្ ចការ របស ់ ព ្ រះ យេ ហូវ ៉ ា?	khm_Khmr
56439432	(សុ.	khm_Khmr
56371686	និង ទំងន់នៃរុក្ខជាតិ និងសារធាតុដែលមាននៅក្នុងសំនាកនីមួយៗ	khm_Khmr
56426748	បើ យើង បន ្ ដ ប ្ រព ្ រឹត ្ ដ អំពើ ដែល ខុស ពី ការ ណែនាំ នៃ សកម ្ ម ពល បរិសុទ ្ ធ យើង នឹង ធ ្ វើ ឲ ្ យ សកម ្ ម ពល នោះ និង ព ្ រះ យេ ហូវ ៉ ា ដែល ជា ប ្ រភព នៃ សកម ្ ម ពល នោះ កើត ទុក ្ ខ ។	khm_Khmr
56403970	ដូច សាវ ័ ក លោក យេស ៊ ូ តើ យើង ចង ់ ដឹង យ ៉ ាង ខ ្ លាំង អំពី អ ្ វី?	khm_Khmr
56365199	២៩) ប្រសិនបើ នៅពេលដែលខ្ញុំបានដល់ពុទ្ធភូមិ ព្រះពោធិសត្វក្នុងដែនដីខ្ញុំ ត្រូវមិនបានវោហារនិងបញ្ញា ក្នុងការចងចាំគម្ពីរសូត្រ សូត្រតាមគម្ពីរនិងពន្យល់សូត្រទាំងនោះ សូមកុំឲ្យខ្ញុំបានត្រាស់ពេញបរិបូណ៌ ។	khm_Khmr
56382558	"១០: ២ - តើ ចិត ្ ដ មនុស ្ ស អាច ""នៅ ខាង ដៃ ស ្ ដាំ"" ឬ ""នៅ ខាង ដៃ ឆ ្ វេង"" ក ្ នុង ន ័ យ អ ្ វី?"	khm_Khmr
56366774	ក្នុងគណិតវិទ្យា វិសមភាពអឺមីត-អាដាម៉ា (Hermite-	khm_Khmr
56440590	សូម រៀប រាប ់ អំពី ស ្ ថានភាព របស ់ ដាវីឌ ។	khm_Khmr
56377023	មិនត្រឹមតែ ប៉ុណ្ណោះ រដ្ឋាភិបាល បាន និង កំពុង កសាង បណ្តាញ ប្រព័ន្ធ ធារាសាស្រ្ត ថ្មីៗ	khm_Khmr
56429316	ពេល ជិត ដល ់ ពិធី បុណ ្ យ រំលឹក តើ បង ប ្ អូន ខ ្ នះខ ្ នែង ធ ្ វើ អ ្ វី?	khm_Khmr
56422920	(និ ក ្ ខ.	khm_Khmr
56405849	តាម ការ ពិត វា បាន ចាប ់ ផ ្ ដើម បង ្ អាប ់ គំនិត របស ់ អស ់ អ ្ នក ដែល អះអាង ថា ខ ្ លួន ជា ជន គ ្ រីស ្ ទាន ច ្ រើន សតវត ្ សរ ៍ មក ហើយ ដោយ ធ ្ វើ ឲ ្ យ ពួក គេ បោះបង ់ ចោល សេចក ្ ដី សង ្ ឃឹម អំពី ព ្ រះ រាជាណាចក ្ រ ។	khm_Khmr
56380256	សម្តេចព្រះរាជទេវីស្រីវរាក្សត្រីយ៍ អ៊ូ	khm_Khmr
56411781	• តើ ព ្ រះ យេស ៊ ូ បាន បញ ្ ជាក ់ អ ្ វី ក ្ នុង ការ ដឹក នាំ ពួក អ ្ នក កាន ់ តាម ទ ្ រង ់ នោះ?	khm_Khmr
56440119	សូម ពិចារណា ពី បទ ពិសោធន ៍ របស ់ សាវ ័ ក ពេត ្ រុស ។	khm_Khmr
56450744	មានការមិនយល់ស្របក្នុងចំណោម អ្នកគ្រប់គ្រងវិន័យថេរវាទ ថាតើការបំបួសបែបនេះមិនត្រឹមត្រូវ ។	khm_Khmr
56382093	ឧបករណ៍ គ្រប់ គ្រង គ្រឿង ផ្សាយព័ត៌មាន (Media Manager) ៖	khm_Khmr
56378547	យើងនោះ អាចបំបាត់ខ្លួនក៏បាន ចូលទៅក្នុងពោះអ្នកឯងក៏ បាន កាលយើងឋិតនៅត្រង់ប្រជុំចិញ្ចើម ក៏អ្នកមើលមិន ឃើញ ។	khm_Khmr
56368542	ចំណែក ឯ សិល្បករ-សិល្ប ការិនី ដទៃ ទៀត ក្នុង របាំ នេះ ក៏ ចេញ សំដែង ដោយ ច្រៀង បទ ម៉ញ។	khm_Khmr
56368463	ចំណាយទាំងឡាយរបស់រាជការខ្មែរ និងរបស់រដ្ឋការអាណាព្យាបាលបារាំងជាបន្ទុករបស់ប្រទេសកម្ពុជា។	khm_Khmr
56396876	(ខ) តើ អ ្ នក ចាក ់ ប ្ រេង តាំង បាន ថ ្ លែង អំពី កតញ ្ ញូ ធម ៌ របស ់ គេ ចំពោះ ចៀម ឯ ទៀត យ ៉ ាង ដូច ម ្ ដេច?	khm_Khmr
56428608	ពួក គាត ់ ទទួល ស ្ គាល ់ ថា ពេល វេលា ដែល ត ្ រូវ ធ ្ វើ ការ សម ្ រេច ចិត ្ ដ បាន មក ដល ់ ហើយ ។	khm_Khmr
56437891	វ ័ យ ក ្ មេង ដែល បាន រៀន ឲ ្ យ ចេះ ស ្ រឡាញ ់ ព ្ រះ យេ ហូវ ៉ ា អាច សម ្ រាល ទុក ្ ខ និង លើក ទឹក ចិត ្ ដ សមាជិក ក ្ រុម គ ្ រួសារ របស ់ ខ ្ លួន ។	khm_Khmr
56441943	ស ្ ដេច ស ្ រុក យូដា នៅ សតវត ្ សរ ៍ ទី មួយ គ.	khm_Khmr
56391070	(ក) តើ លោក យេស ៊ ូ ស ្ អាត តាម របៀប ណាខ ្ លះ?	khm_Khmr
56445016	ហេតុ អ ្ វី បាន ជា ព ្ រះ យេ ហូវ ៉ ា បាន សំអិត សំអាត រា ស ្ ដ ្ រ របស ់ ទ ្ រង ់?	khm_Khmr
56432225	(ម ៉ ា ថ.	khm_Khmr
56388803	៦: ៣៤; យ ៉ ូន.	khm_Khmr
56426531	បើ បង ប ្ អូន ណា ម ្ នាក ់ មាន ចំណុច ខ ្ សោយ តែ ព ្ រះ យេ ហូវ ៉ ា នៅ តែ ទទួល ស ្ គាល ់ គាត ់ ជា អ ្ នក បម ្ រើ ទ ្ រង ់ នៅ ឡើយ តើ យើង មាន សិទ ្ ធិ មើល ងាយ គាត ់ ទេ?	khm_Khmr
56412575	តើ មនុស ្ ស ខ ្ លះ ជឿ យ ៉ ាង ណា អំពី អ ្ នក ដែល គោរព ប ្ រណិប ័ តន ៍ ព ្ រះ?	khm_Khmr
56531801	Ruo rwa ngoro rũrĩa Jehova aarĩ naruo hĩndĩ ĩrĩa thĩ yaiyũire ũhinya nĩ rwathirire na ithenya rĩa ruo agĩkenio nĩ famĩlĩ ya athathaiya ehokeku arĩa mehotorete gwĩka wendi wake.	kik_Latn
56524170	"O na kũrĩ ũguo, indo icio cia bata ithikũrĩtio nĩ itũteithagia kuona ũũma wa ciugo ici cia Bibilia: ""Kiugo kĩa Mwathani nĩ gĩtũũraga tene na tene."" - 1 Petero 1: 25."	kik_Latn
56546847	Wĩcirie ũrĩa mĩerekera ĩno ĩngĩtũma twage gũthikĩrĩria mũgambo wa Jehova na ũrĩa ĩngĩtũtongoria mathĩna - inĩ manene.	kik_Latn
56518722	No makwĩre maũndũ ma mwanya matoĩkaine nĩ andũ angĩ.	kik_Latn
56521623	"Oigaga ũũ: ""Harĩ andũ amwe meeraga mũtumia wakwa ũrĩa meendete na maiguaga maagĩte ũrĩa warĩ mũthuri wake ndĩ hau ngĩiguaga."""	kik_Latn
56506284	Nĩ aanyũrũragio, akarumwo, na agokĩrĩrũo mũno nĩ ũndũ wa kũhunjĩria Aisiraeli ndũmĩrĩri ya Jehova.	kik_Latn
56533551	(Thaburi 51: 17) Ithenya rĩa ũguo, nĩ gũkena akenagĩra kũmaamũkĩra mũciĩ rĩngĩ. - Luka 15: 22 - 24.	kik_Latn
56454221	14, 15. (a) Twagĩrĩirũo 'kũmenyagĩrĩra' ũrĩa tũhunjagia nĩkĩ?	kik_Latn
56456021	29: 11) Hatarĩ nganja, Alawii nĩ meekĩrirũo hinya mateithie andũ macokerere ũthathaiya wa ma.	kik_Latn
56490188	Kwĩruta Maandĩko na kĩyo, gũthiĩ mĩcemanio ya Gĩkristiano mũndũ ategũtĩrĩria, na kũhunjia na kĩyo maarĩ maũndũ ma bata mũno.	kik_Latn
56500635	"Mwandĩki wa Thaburi oigire ũũ akĩaria ũhoro wa Jehova: ""Ũkumbatũragia guoko gwaku, kĩrĩa gĩothe kĩĩ muoyo ũgakĩhũnia kĩrĩa gĩkwenda."""	kik_Latn
56533242	Ta wĩcirie ũndũ ũyũ wekĩkire harĩ Mũkristiano ũmwe.	kik_Latn
56527880	Petero aacokire gũtuĩka kĩmwe gĩa itugĩ cia kĩũngano gĩa Gĩkristiano gĩa karine ya mbere.	kik_Latn
56523382	O na gũtuĩka rĩu ndĩ na mĩaka 91, ndĩ o na ũgima mwega wa mwĩrĩ, na nĩ ũndũ ũcio no ndĩrapainia.	kik_Latn
56504750	Ngai athikagĩrĩria andũ kuuma mĩena yothe thĩinĩ wa thĩ.	kik_Latn
56468616	(b) Wĩhokeku witũ ũngĩhutia arĩa angĩ na njĩra ĩrĩkũ?	kik_Latn
56533212	Ta wĩcirie ũndũ ũyũ!	kik_Latn
56483452	"Jesu nĩ oigire ciugo ici cia ma: ""Athĩni mũrĩkoragwo nao hĩndĩ ciothe."""	kik_Latn
56496563	Moigaga atĩ rĩrĩa arĩa marĩ hinya marahinyĩrĩria arĩa matarĩ hinya, ũcio ũkoragwo ũrĩ ũndũ wa ndũire.	kik_Latn
56476381	Hihi o na ithuĩ no twambĩrĩrie gwĩciria atĩ tũrĩ ega gũkĩra athathaiya arĩa angĩ kana tũrĩ a bata gũkĩra andũ arĩa angĩ?	kik_Latn
56483954	José na Rose monaga ũteithio ũcio maheagwo ũrĩ kĩheo kuuma kũrĩ Jehova.	kik_Latn
56503216	Ndaambĩrĩirie na arĩa tũciaranĩirũo nao.	kik_Latn
56481638	Jehova ekũiga andũ othe ta acio thĩinĩ wa kĩririkano gĩake gĩtangĩtharũka nginya hĩndĩ yake ya kũmacokia muoyo ĩkinye.	kik_Latn
56519263	No ndoigire atĩ nĩ angĩkamatindĩkĩrĩria macenjie ngoro ciao.	kik_Latn
56531528	Rora Mũrangĩri wa Julaĩ 15, 2013, karatathi ga 13 - 14.	kik_Latn
56540556	Twagĩrĩirũo gũtaũkĩrũo nĩ ũrĩa Jehova endaga twĩke, na twĩkage maũndũ marĩa mamũkenagia.	kik_Latn
56522303	O mwaka, andũ ngiri nyingĩ nĩ mabatithagio magatuĩka Aira a Jehova.	kik_Latn
56471453	"Gũcokerithia Maathani 21: 23 yugaga atĩ ""mũndũ ũrĩa ũcuurĩtio mũtĩ igũrũ nĩ mũrume harĩ Ngai."""	kik_Latn
56541568	Ũguo nĩguo ithuĩ andũ a Jehova tũkoragwo tũtariĩ nĩ ũndũ wa mwĩhĩtwa ũrĩa twĩhĩtaga hĩndĩ ya kwĩyamũrĩra Ngai tũkoiga atĩ tũrĩtũũraga kũringana na ithimi cia Kiugo gĩake.	kik_Latn
56506325	Nĩ aatahĩte Ayahudi aingĩ, o na andũ aingĩ a Ndũrĩrĩ.	kik_Latn
56495410	Mbere, María Isabel aahoire arũgamĩrĩri a cukuru rũtha etĩkĩrio acuurie karatathi ga kũnyita andũ ũgeni kĩhingo - inĩ gĩa cukuru.	kik_Latn
56540285	Tũtihaana ta mũndũ wohetwo njera etereire kũũragwo.	kik_Latn
56505049	Ngai ombire Jesu mbere ya kũũmba Adamu.	kik_Latn
56459179	Aarĩ na ariũ a Ithe witũ aingĩ nĩ magĩte na gĩkeno kĩnene nĩ ũndũ wa gũkorũo na itemi harĩ gwaka Nyũmba cia Ũthamaki.	kik_Latn
56501261	Na githĩ ndũcokagĩria Jehova ngatho mũno nĩ ũndũ wa gũkũrathima na kĩĩrĩgĩrĩro kĩu gĩa gũtũũra gũkũ thĩ?	kik_Latn
56513317	Ningĩ ta wĩcirie ũrũmwe ũrĩa tũkoragwo naguo thĩinĩ wa thĩ yothe rĩrĩa tũreta andũ moke igomano citũ.	kik_Latn
56529802	Rĩrĩa meima na njĩra ta ĩyo, makoragwo makĩonania wendo ũtarĩ na mwĩyendo o na mũnini.	kik_Latn
56467195	Bibilia yaandĩkirũo nĩ andũ ta 40 matongoretio nĩ roho wa Ngai.	kik_Latn
56459717	Aciari, angĩkorũo mũtikwenda ciana cianyu icaragie ũtaaro wa andũ a riika rĩao, geragiai gũkorũo na ũrata nacio ũndũ irĩhotaga kwaranĩria na inyuĩ.	kik_Latn
56489977	Kwarĩ na gringos erĩ tu kũu, na ndaarĩ ũmwe wao!	kik_Latn
56534353	Thĩinĩ wa ũrathi ũcio, atwarithia atatũ a mbarathi arĩa mathiĩte moimĩte Jesu thutha, nĩo marũgamĩrĩire maũndũ macio. - Kũg.	kik_Latn
56459952	Agacoka ageterera macokie. - Mat.	kik_Latn
56477115	Hĩndĩ ĩrĩa kwamenyekire atĩ ũira ũcio warĩ wa maheeni, mawakiri nĩ meerutanĩirie mũno na magĩtigĩrĩra ũmwe nĩ arekererio.	kik_Latn
56530897	Rĩu kũrĩ na ahunjia makĩria ma 24,000!	kik_Latn
56521974	Oigire ũũ: 'Nĩ ndiganĩirũo nĩ maũndũ marĩa ndaatigire, ngatambũrũka nyite maũndũ marĩa marĩ mbere yakwa.'	kik_Latn
56545012	Ũrĩa tũĩ nĩ atĩ, o njĩra ĩrĩa yothe ĩkahũthĩrũo kwanĩrĩra, o na kũngĩkooneka ta kũrĩ na 'thayũ na gũtirĩ mburuga' macio maagakorũo marĩ o maheeni.	kik_Latn
56465538	"Athĩkagĩra watho wa Jehova wĩyendeire, o we ũrĩa ""mũtheru,"" na ũrutage ""wĩra ũrĩa mũtheru wa ũhoro mwega wa Ngai na kĩyo."""	kik_Latn
56529956	Rĩrĩa Nabali amũcokeirie na irumi, Daudi akĩrakara mũno, na agĩkũũrĩrĩra akerĩhĩrie harĩ arũme othe a nyũmba ya Nabali, atekũririkana atĩ kũũraga andũ mateehĩtie nĩ kũngĩamũreheire rĩhia rĩa ũiti - thakame maitho - inĩ ma Ngai.	kik_Latn
56473082	Haha he na itũmi ithatũ cia mũthingi.	kik_Latn
56518963	No mũhaka ithuĩ tũkorũo tũkĩona bata wa kwĩruta Bibilia mbere ya gũteithia arĩa angĩ gwĩka ũguo.	kik_Latn
56538682	Tũkũbatara kũregana na magerio macio ta ũrĩa Jesu eekire, o na Shaitani angĩgeria atĩa gũtũma moneke marĩ mega.	kik_Latn
56494915	Maũndũ maingĩ thĩinĩ wa Watho wa Musa maatĩtĩrithagia ũrĩa Ayahudi maarĩ ehia.	kik_Latn
56470340	"Fernando akĩgega, akĩũria, ""Atĩ woiga atĩa?"""	kik_Latn
56510655	Nĩ monanagia atĩ no marathiĩ na mbere gũkũra kĩĩroho na njĩra ya gũtua matua ma ũũgĩ o na rĩrĩa aciari kana andũ angĩ agima mataramona.	kik_Latn
56476899	"Hĩndĩ ciothe ndeiguaga ndĩ mũciĩ. """	kik_Latn
56496918	Mũcukani ahũthagĩra mĩtego o ta ĩyo kũnyita ndungata cia Ngai irĩ muoyo.	kik_Latn
56481646	Jehova endaga ndungata ciake na andũ angĩ arĩa mokaga mĩcemanio - inĩ itũ maigue maiganĩire.	kik_Latn
56498294	Mũrutwo 1 harĩ 7 oigire atĩ mũnene wa thitango aarĩ mwendia wa ndawa cia ũrĩĩu, na mũrutwo 1 harĩ 3 akiuga atĩ mũnene wa thigari aarĩ mũici!	kik_Latn
56482628	Jesu aaheanire rũgano rwa taranda nĩkĩ?	kik_Latn
56508743	Nĩ kĩĩ kĩguũragio nĩ ũthaka, mũtaratara mwega na maũndũ marĩa mangĩ ma magegania ma ciũmbe iria irĩ muoyo?	kik_Latn
56510757	Nĩ mũtaratara ũrĩkũ ũkaarũmĩrĩrũo hĩndĩ ya Kĩririkano kĩu?	kik_Latn
56509962	Nĩ mahinda marĩkũ arĩ ũndũ mũhũthũ harĩ o gũtũthikĩrĩria?	kik_Latn
56519307	No nginya gũkorũo Jusufu nĩ eerutire ũndũ mũnene mũno mũthenya ũcio.	kik_Latn
56465865	Athuurĩte Mũrũ wake atuĩke Mũrĩithi ũrĩa Mũnene wa rũũru rwake.	kik_Latn
56467107	Bibilia nĩ yaguũrĩtie atĩ andũ mangĩgaakorũo makĩananga thĩ, ngũrani na ũrĩa kũngĩrĩgĩrĩrũo thĩinĩ wa mũtabarĩre ũyũ ũrĩ na ũthii wa na mbere.	kik_Latn
56491958	Macũngĩrĩro - inĩ, Paulo akĩmenya kũrĩa maagĩrĩirũo nĩ kũhunjia.	kik_Latn
56517859	Noguo kũrĩ harĩ arĩa maheetwo kĩrĩgĩrĩro gĩa gũthiĩ igũrũ, no mũhaka monanie biũ atĩ nĩ makaarũmia ithimi cia Ngai cia ũthingu rĩrĩa magaakorũo magĩthamakĩra andũ.	kik_Latn
56501472	Na githĩ tũtiagĩrĩirũo nĩ gũcokagia ngatho nĩ ũndũ wa ũrĩa Jesu aarutire igongona rĩrĩa rĩabataranagia harĩ gũkũũra andũ na kũmahe mweke wa gũtũũra tene na tene thĩinĩ wa thĩ njerũ ya Ngai!	kik_Latn
56478072	"Ibuku rĩmwe rĩkĩaria ũhoro wa Bibilia riugaga ũũ: ""Ngai agĩrĩire kwendwo biũ."""	kik_Latn
56492107	MAGONGONA nĩ makoretwo marĩ gĩcunjĩ kĩa bata kĩa ũthathaiya wa ma kwa ihinda iraihu.	kik_Latn
56542524	Ũmũthĩ Daniel marĩ na mami wao marathiĩ na mbere na ũtũũro wao o wega.	kik_Latn
56545116	Ũrĩa wĩciragia maũndũ ma roho ekagĩrĩra maũndũ megiĩ Ngai na wendi wa Ngai ũtũũro - inĩ, na Mũkristiano ta ũcio atongoragio nĩ roho mũtheru.	kik_Latn
56481232	"Jared oigaga ũũ: ""Kũrĩ hĩndĩ ndataarĩirie mũtumia wakwa atĩ kĩhiko gĩakwa kĩa mbere kĩahanaga ta ibuku, twandĩkĩte na mũtumia wakwa wa mbere."	kik_Latn
56499189	Mũthuri angĩĩgerekania na Mũrĩithi ũrĩa Mwega atĩa harĩ kwenda andũ a famĩlĩ yake?	kik_Latn
56518749	No mateithie Mũkristiano kũhiũrania na moritũ atekũrakara.	kik_Latn
56466130	Atwarithia arĩa ana a mbarathi no marigithie o na hihi mamakie andũ amwe, no ũguo tiguo kwagĩrĩire.	kik_Latn
56491761	Ma cia Bibilia iria twerutire ciĩgiĩ Jehova na muoroto wake nĩ ciatũmire tũmwende mũno, na tũgĩtua itua rĩa kũmwĩyamũrĩra.	kik_Latn
56515454	Nĩ ũndũ ũcio, no twĩcũranie ngerekano imwe cia mahinda ma tene cia andũ monanirie ũmĩrĩru.	kik_Latn
56468314	(b) Taarĩria njĩra ĩmwe ĩrĩa ĩronania ũrĩa Adamu aahũthĩrire wĩyathi wake wa gwĩthuurĩra.	kik_Latn
56459399	Aathingataga gĩthomo kĩa igũrũ na wĩra mwega nĩguo akoragwo na ũtũũro mwega.	kik_Latn
56501179	Na githĩ ciugo icio itionanagia wega mwerekera wa kwaga tha ũrĩa Shaitani akoragwo naguo!	kik_Latn
56495603	[Mbica karatathi ka 6]	kik_Latn
56538395	Tũgĩikara nake kahinda kanini wabici - inĩ ya rũhonge atanatũmwo taũni ĩngĩ.	kik_Latn
56503433	Ndahũthagĩra mĩario mĩũru na ngakorũo na itherũ ihunyũku rĩa maũndũ ma ũũra - thoni.	kik_Latn
56510266	Nĩ maũndũ marĩkũ magekĩka ihinda - inĩ rĩu?	kik_Latn
56496630	Moimĩrĩro ma gwĩka ũguo nĩ marĩkũ?	kik_Latn
56547227	Wĩrutage Kiugo kĩa Ngai na kĩyo na ũkĩhũthagĩre.	kik_Latn
56466788	Bibilia ĩtaga Watho ũrĩa waheetwo Aisiraeli 'Watho wa Musa.'	kik_Latn
56491285	maaheagwo hinya nĩ roho mũtheru?	kik_Latn
56536604	Thutha wa ihinda rĩa mĩaka ĩigana ũna, kwarĩ na ciũngano inyanya.	kik_Latn
56545471	"""Ũthingu nĩguo wendete."" - Thab."	kik_Latn
56534019	Thĩinĩ wa gĩcunjĩ gĩkĩ nĩ tũkwarĩrĩria itũmi inyanya cia gũthiĩ mĩcemanio.	kik_Latn
56476836	Hihi we nĩ wĩyonaga ũgĩkenera irathimo iria Ngai eranĩire?	kik_Latn
56518140	No ihinda rĩu rĩgĩũka gũthira, ndeerutaga Bibilia na andũ 15!	kik_Latn
56516650	Nĩ ũndũ wa ũtugi wake, wahota kwĩgĩĩra na gĩkeno - ta kĩrĩa arata acio ana megĩrĩire nakĩo - gĩa gũtungata marĩ arori a mũthiũrũrũko, a ng'ongo, kana arori arĩa maceeragĩra Wabici cia Honge; gũtungata Betheli, o hamwe na Kamĩtĩ - inĩ cia Wabici cia Honge; kũrutana Cukuru - inĩ cia Ũtungata wa Ũthamaki na cia Mapainia; na kũruta mĩario irũrũngano - inĩ, nene na nini.	kik_Latn
56521875	"Oigire ũũ: ""Mũndũ mũka ũrĩa wa'heire tũtũũranie nake, nĩwe ũ'heire maciaro ma mũtĩ ũcio, na niĩ ndarĩa."""	kik_Latn
56524867	O na kũrĩ ũguo, nĩ twakenagĩra gũkorũo na mahinda mega mũno na aarĩ na ariũ a Ithe witũ, na nĩ twendete ũtungata!	kik_Latn
56452372	Mweri wa August nĩyo nyarĩ Wiktaűra ĩria nini műno gűkira thiomi ĩria cĩ wiktaura.	kik_Latn
56509844	Nĩ maamũkĩrire marĩ na wendi mũnene rĩĩtana rĩa Jesu rĩa kũhunjia thĩinĩ wa thĩ yothe atĩ Ũthamaki wa Ngai nĩ ũraathana igũrũ.	kik_Latn
56479236	Ĩ nacio thamaki igĩrĩ?	kik_Latn
56497167	MŨHUNJIA ŨMWE HARĨ AIKARI BŨRŨRI - INĨ WA HAITI	kik_Latn
56519165	No mũthia - inĩ wa mahinda mũgwanja, Nebukadinezaru nĩ aacokereirũo nĩ meciria make na akĩambĩrĩria gwathana rĩngĩ.	kik_Latn
56483018	Jesu eenyũrangire mũgate ũcio ũtaarĩ na ndawa ya kũimbia nĩguo agaĩre atũmwo ake.	kik_Latn
56477345	Hĩndĩ ĩyo nĩrĩo ũngĩnyitithia andũ.	kik_Latn
56483400	Jesu nĩ aatũrutire ũndũ ũcio wa bata mũno ũtũũro - inĩ.	kik_Latn
56521856	"Oigire ũũ: ""Kũrĩ mahinda ndanakorũo na mĩtangĩko mĩnene nginya ngaigua ta ingĩkua."""	kik_Latn
56498638	"Musa ""nĩaatanyĩte kuona kĩheo kĩa ngatho kĩrĩa gĩkaheanwo."""	kik_Latn
56540417	Tũtiũĩ njĩra ĩrĩa akaahũthĩra kũniina mũtabarĩre wa Shaitani.	kik_Latn
56541056	Twatũmirũo kĩũngano kĩu kĩa andũ airũ, kĩrĩa kĩarĩ na ahunjia ta 14.	kik_Latn
56546655	Wendo wa Jehova kwerekera andũ ũhaana ta wa mũciari wendete ciana ciake.	kik_Latn
56523137	O na gũtuĩka ndingĩririkana kĩrĩa kĩaragĩrĩrio, no ndirikanaga ũrĩa twana twahumbũragia Maandĩko Bibilia - inĩ ciatuo.	kik_Latn
56467638	(b) Jehova aheaga ndungata ciake mĩkaana ya mũthemba ũrĩkũ, na nĩkĩ?	kik_Latn
56521953	"Oigire ũũ: ""Nĩ menyete atĩ Jehova nĩ atũtiiragĩrĩra hĩndĩ ya magerio, na atĩ ũtũũro - inĩ witũ irathimo nĩcio ikoragwo irĩ nyingĩ gũkĩra magerio."""	kik_Latn
56489278	Kwa ngerekano, ndini ya Kĩĩhĩndĩ nĩ ĩkoragwo na mabuku ma nyĩmbo metagwo Vedic, marĩa mataarĩirie mĩtugo ya kĩĩndini ĩgiĩ nyĩmbo icio, mĩandĩko ya ũũgĩ ĩtagwo Upanishads, na ng'ano cia kũgegania ta Ramayana na Mahabharata.	kik_Latn
56521345	NYĨMBO: 53, 25	kik_Latn
